show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7762,Movie,Friend of Story,Diego Kumar,"Ingrid Yamamoto, Yuki Smith, Diego Brown, Felipe Okonkwo, Tom Andersen, Hiroshi Brown, Aoi Brown",United Kingdom,"July 30, 2023",2008,TV-MA,159 min,"Crime TV Shows, TV Comedies, Sports Movies",A thrilling story about adventure.
s7763,Movie,Hidden Dream,David García,"Maria Patel, Yuki Khan, Sofia Rossi, Alice Johnson, Ravi Müller",United States,"June 16, 2021",2013,TV-PG,111 min,"Crime TV Shows, British TV Shows, Docuseries",A heartwarming story about friendship.
s7764,TV Show,Queen: Infinite Kingdom,Hiroshi Patel,"Amélie Petit, Kwame Müller, Isabella Kumar, Lin Wang, David Kumar",Australia,"April 01, 2015",2015,TV-MA,1 Season,Kids' TV,A heartwarming story about family.
s7765,TV Show,Sacred Revenge,"Hiroshi Wang, Maria López","Lin Petit, Priya Silva, Noah Patel, Maria Rodriguez, Aoi Wang, Sofia Yamamoto, Ravi Andersen","United States, United Kingdom, Mexico","March 11, 2024",2024,TV-PG,1 Season,LGBTQ Movies,A gripping story about revenge.
s7766,TV Show,Game: Lost Fire,,"Tom Johnson, Olivier Müller, Ingrid Andersen",United Kingdom,"February 03, 2012",2012,TV-PG,1 Season,Crime TV Shows,A thrilling story about family.
s7767,Movie,Queen of Murder,Chen Patel,"Ahmed Rodriguez, Fatima Patel, Isabella Smith, Ahmed Petit",France,"December 07, 2024",2024,TV-14,129 min,Thrillers,A heartwarming story about revenge.
s7768,Movie,Light: Final Murder,Camila Silva,"Ahmed Okonkwo, Martin Rodriguez, Lin Nakamura, Chloé Yamamoto, Maria Tanaka","Canada, France","September 08, 2024",2024,TV-PG,96 min,"Crime TV Shows, Docuseries",A gripping story about survival.
s7769,TV Show,Family of Ocean,"Diego Rossi, Maria Rodriguez","Ingrid Brown, Carlos Petit, Hiroshi Patel, Hiroshi Silva, Lin Martinez, Liam Khan, David Kim, Lin Petit","Germany, Canada","July 13, 2019",2019,TV-MA,3 Seasons,Spanish-Language TV Shows,A mysterious story about family.
s7770,Movie,Story of Shadow,Maria Petit,"Raj Rodriguez, Alice Smith, James Patel, Isabella López, Carlos Kim, Carlos Andersen",United Kingdom,"April 13, 2022",2018,TV-MA,80 min,"Crime TV Shows, Stand-Up Comedy",A thrilling story about revenge.
s7771,Movie,Paradise of Shadow,Camila Yamamoto,,"Australia, United States, Spain","September 04, 2011",1996,R,98 min,Thrillers,A mysterious story about survival.
s7772,Movie,Dream: Secret City,Ravi Kumar,"Tom Smith, Amélie Suzuki, Ravi Nakamura, Diego Wang, Priya Johnson",Japan,"November 17, 2024",2024,TV-Y7,69 min,"Crime TV Shows, Horror Movies",A thrilling story about friendship.
s7773,TV Show,Story of Love,Priya Silva,"Isabella Khan, Sofia Silva, Aoi Andersen, Alice García, Lin Patel, Hiroshi Khan",United States,"November 27, 2015",2001,TV-Y,2 Seasons,International Movies,A heartwarming story about family.
s7774,Movie,Witness: Eternal Heart,Aoi Martinez,"Liam Petit, Martin Rodriguez, Olivier Wang, Chloé Yamamoto, David Martinez, Priya Müller, Amélie Suzuki, Diego Yamamoto","France, India","February 02, 2024",2006,TV-14,88 min,"TV Comedies, Thrillers",A mysterious story about revenge.
s7775,Movie,Beautiful War,Liam Rossi,"Amélie Rossi, Camila García, Tom Kim, Sofia Tanaka, Diego Suzuki",India,"February 24, 2024",2024,TV-PG,102 min,LGBTQ Movies,A gripping story about adventure.
s7776,Movie,Family of Detective,Kwame Müller,"Priya Smith, Martin Johnson, Maria Andersen, Hiroshi Yamamoto, Martin Wang",France,"August 06, 2009",2006,TV-14,91 min,"Docuseries, TV Dramas, Kids' TV",A hilarious story about adventure.
s7777,Movie,The Lost Friend,David Smith,"Ingrid Kumar, Aoi Patel, Martin Andersen, Aoi Khan",United States,"March 24, 2024",2024,R,138 min,LGBTQ Movies,A hilarious story about adventure.
s7778,Movie,The Deadly Love,Martin Martinez,"Aoi Rossi, Lin Yamamoto, Amélie Khan, Yuki Petit, Hiroshi Brown, James Nakamura, Yuki Tanaka, Felipe Suzuki",United Kingdom,"April 30, 2024",2024,TV-MA,110 min,TV Horror,A mysterious story about friendship.
s7779,Movie,Fire of City,Maria Smith,"Fatima Khan, Chloé García, Amélie Andersen, Felipe Suzuki, Carlos Smith, Felipe Johnson",Brazil,"September 26, 2018",2016,TV-Y7,119 min,"TV Horror, Spanish-Language TV Shows",A mysterious story about survival.
s7780,TV Show,Wild Paradise,"Ahmed Tanaka, Noah Kim","Ravi Johnson, Tom Rossi, Alice Rossi, Ahmed Rossi, Fatima Kim, Hiroshi Rossi, Priya López, Noah Yamamoto","Nigeria, United States","January 22, 2024",2024,TV-14,6 Seasons,Spanish-Language TV Shows,A mysterious story about friendship.
s7781,Movie,Stranger: Wild Shadow,Felipe Kim,,Spain,"May 01, 2017",2017,TV-14,114 min,"Comedies, Spanish-Language TV Shows",A heartwarming story about love.
s7782,TV Show,The Perfect Kingdom,,"Felipe Petit, Ahmed Nakamura, Chen Suzuki, Isabella Khan, Ahmed Okonkwo, Camila Brown, Raj Müller",United States,"December 20, 2019",2004,TV-14,1 Season,Thrillers,A mysterious story about survival.
s7783,Movie,Kingdom of King,Tom Yamamoto,"Emma Okonkwo, Chen Patel, Hiroshi Nakamura, Alice Brown, Tom Kim, Aoi Smith",United States,"October 02, 2024",2024,TV-MA,99 min,"TV Thrillers, LGBTQ Movies",A gripping story about adventure.
s7784,Movie,Friend: Last City,Ingrid Wang,"Alice Nakamura, Maria Smith, Isabella Patel, Chloé Johnson, Olivier Johnson, Lin García",Mexico,"August 06, 2009",2005,TV-MA,107 min,British TV Shows,A mysterious story about survival.
s7785,Movie,Fire: Strange Legend,Lin Okonkwo,"Amélie López, Carlos Yamamoto, Isabella Suzuki, Hiroshi Suzuki, David Khan, Sofia Suzuki, Ravi Kumar",India,"October 02, 2024",2024,R,115 min,"British TV Shows, Reality TV, Thrillers",A mysterious story about adventure.
s7786,TV Show,Sacred Dream,Raj García,"Olivier Martinez, Olivier Kim, Emma García, Emma Silva, Alice Tanaka, Yuki Petit",United Kingdom,"April 07, 2019",2018,TV-PG,1 Season,"Sci-Fi & Fantasy, Crime TV Shows",A gripping story about family.
s7787,Movie,War of City,Ingrid Yamamoto,"Chen Suzuki, Felipe Patel, Felipe Suzuki, Chen López, Fatima Rossi, Hiroshi Rodriguez, Ravi Rossi, Kwame Nakamura","Spain, Australia","October 06, 2024",2024,TV-MA,90 min,International TV Shows,A hilarious story about family.
s7788,Movie,Witness of Kingdom,Liam Brown,"Isabella Johnson, Yuki Silva, Isabella Kim, Chen Kim, Tom Suzuki, Priya Rossi",Brazil,"January 15, 2016",2016,TV-14,154 min,"Spanish-Language TV Shows, International Movies",A mysterious story about family.
s7789,Movie,The Lost Paradise,Ravi Nakamura,"Priya Rossi, Camila Khan, Aoi Yamamoto","Mexico, United States","August 26, 2019",2019,TV-MA,109 min,"Horror Movies, International TV Shows",A heartwarming story about survival.
s7790,Movie,Legend: Midnight Mother,,"Yuki Andersen, Alice Silva, Chen García",United States,"February 17, 2024",2024,TV-PG,116 min,"British TV Shows, Children & Family Movies",A thrilling story about adventure.
s7791,Movie,The Silent Shadow,Aoi Nakamura,"Kwame Suzuki, Amélie Martinez, Ingrid Patel, Maria Müller, Ravi López","Nigeria, Spain, Germany","March 13, 2014",2014,TV-Y7,96 min,"Dramas, TV Dramas",A gripping story about friendship.
s7792,Movie,Beautiful Story,Amélie Suzuki,"Camila Rodriguez, Noah Wang, Martin Wang, Kwame Silva, Martin Wang, Chloé Silva",Canada,"March 23, 2021",1998,TV-Y,126 min,Horror Movies,A mysterious story about friendship.
s7793,Movie,Mother of Stranger,Yuki Khan,"Olivier Yamamoto, Raj García, Priya Müller",France,"October 17, 2017",2011,R,72 min,"International TV Shows, Romantic Movies",A gripping story about survival.
s7794,Movie,Shadow of War,Isabella Nakamura,"Yuki Yamamoto, Tom Petit, Camila Rodriguez, Ahmed Petit","Canada, China","December 02, 2016",2006,PG,87 min,"Docuseries, LGBTQ Movies, Thrillers",A thrilling story about love.
s7795,Movie,Hidden Ocean,Ravi Smith,"Fatima Yamamoto, Ahmed Smith, Raj Suzuki, Alice Rodriguez",India,"September 10, 2010",2003,TV-MA,110 min,"Comedies, TV Horror, Independent Movies",A hilarious story about adventure.
s7796,Movie,Strange Ocean,Carlos Kim,"James Suzuki, Ahmed Silva, Hiroshi Müller, Tom García, Aoi Tanaka","Japan, China","December 22, 2017",2017,TV-MA,98 min,"International TV Shows, International Movies",A hilarious story about friendship.
s7797,TV Show,Empire of Revenge,,"Chen Okonkwo, Martin Brown, Diego Silva, Amélie Wang, Chloé Silva, Fatima Johnson, Noah Martinez",France,"May 30, 2015",2015,TV-MA,4 Seasons,"Crime TV Shows, Korean TV Shows",A heartwarming story about love.
s7798,TV Show,Final Friend,"Liam Suzuki, Isabella Wang","Isabella Martinez, Tom Petit, Felipe Yamamoto, Felipe Patel, Chen Petit, Liam Kumar",United Kingdom,"June 25, 2023",2023,TV-MA,1 Season,"Music & Musicals, International TV Shows",A mysterious story about revenge.
s7799,TV Show,Story: Deadly War,,"Sofia Smith, Noah Nakamura, Sofia Patel, Diego Andersen, Noah Petit, Sofia Petit","United Kingdom, India, United States","December 15, 2022",2003,TV-PG,3 Seasons,"Korean TV Shows, British TV Shows, Sci-Fi & Fantasy",A heartwarming story about love.
s7800,TV Show,The Infinite Family,Ravi Tanaka,"Olivier García, Amélie Okonkwo, Liam Müller",Spain,"April 10, 2020",2014,TV-MA,2 Seasons,"Children & Family Movies, International Movies",A gripping story about revenge.
s7801,Movie,Heart of Empire,Hiroshi Kim,,"China, United States","August 27, 2024",2024,TV-PG,97 min,"International Movies, Kids' TV",A heartwarming story about adventure.
s7802,Movie,Light: Infinite Journey,Emma Petit,"Ravi Müller, Lin Khan, Fatima López, Maria Suzuki, Noah López, David Okonkwo",France,"December 25, 2018",2003,R,131 min,"Classic Movies, Crime TV Shows, Korean TV Shows",A thrilling story about family.
s7803,TV Show,Friend of Kingdom,"Ravi López, Ingrid Rossi","Diego Martinez, Diego Rossi, David García, Ahmed Patel, Liam García, Ingrid Okonkwo",United States,"November 07, 2015",2015,TV-Y,4 Seasons,"Reality TV, Sports Movies",A heartwarming story about family.
s7804,Movie,The Forgotten Empire,Olivier Khan,"Ravi Brown, Hiroshi Tanaka, Olivier Rossi, Kwame Kumar, Olivier Smith, Noah Brown, Yuki Kim","United States, Nigeria","November 04, 2013",2008,TV-14,121 min,"Children & Family Movies, TV Horror",A heartwarming story about friendship.
s7805,TV Show,The Hidden Murder,,"Martin López, Olivier Yamamoto, Emma Khan",Japan,"April 25, 2019",2018,TV-MA,2 Seasons,"Romantic Movies, Children & Family Movies",A thrilling story about survival.
s7806,Movie,Eternal Journey,Diego Brown,"Raj Patel, Diego Khan, David Brown, Amélie Okonkwo, Isabella Rossi",Germany,"September 11, 2024",2024,TV-MA,131 min,"Sci-Fi & Fantasy, Horror Movies",A thrilling story about family.
s7807,Movie,Wild Shadow,David Patel,"Ravi Brown, Liam Wang, Emma Johnson, Noah Müller, Hiroshi Yamamoto, Martin Müller, Maria Müller, Chloé Khan",United States,"April 26, 2015",2009,TV-14,90 min,"Korean TV Shows, Comedies, Thrillers",A gripping story about adventure.
s7808,Movie,Heart: Lost King,,"Ahmed García, Tom Kumar, Kwame Müller, Isabella Kim, Fatima Andersen, Chen Tanaka, Ravi Kim, Ingrid Okonkwo",United Kingdom,"March 10, 2010",2010,TV-Y7,114 min,"Action & Adventure, Independent Movies",A gripping story about love.
s7809,Movie,Story: Last Family,Martin Nakamura,"Chloé Tanaka, Aoi Yamamoto, Tom Yamamoto, Liam Rodriguez, Felipe Kumar","France, United Kingdom, United States","January 29, 2015",2015,TV-MA,111 min,TV Horror,A gripping story about family.
s7810,Movie,The Beautiful Kingdom,Felipe Khan,"Tom López, James Patel, Tom Kumar","Nigeria, United Kingdom","September 17, 2015",2009,TV-14,98 min,"Action & Adventure, Independent Movies, Documentaries",A gripping story about revenge.
s7811,TV Show,Game of Kingdom,,"Aoi Brown, Olivier Patel, Ahmed Kim, Ahmed Patel, Alice Martinez, Ingrid Martinez, Ravi Martinez",United Kingdom,"January 08, 2024",2024,TV-MA,2 Seasons,"Docuseries, Crime TV Shows, Horror Movies",A hilarious story about friendship.
s7812,Movie,Final Ocean,Ingrid Patel,"Martin Khan, Kwame López, Lin Andersen, Emma Nakamura, Olivier Okonkwo, Ahmed Nakamura","United States, Mexico, Canada","April 08, 2011",2011,TV-MA,49 min,"Sci-Fi & Fantasy, Docuseries",A thrilling story about family.
s7813,TV Show,Witness: Lost Love,"James Andersen, Liam López","Lin Khan, Sofia Brown, Fatima Tanaka, James Andersen, Sofia Suzuki",United States,"December 23, 2013",2013,TV-MA,3 Seasons,"Docuseries, Spanish-Language TV Shows",A hilarious story about love.
s7814,Movie,Revenge: Midnight Story,Felipe Kim,"Raj Tanaka, Camila Rodriguez, Ingrid Martinez, David Tanaka, Felipe Andersen","United States, Philippines, Mexico","August 02, 2022",2022,TV-MA,121 min,"Thrillers, TV Dramas",A hilarious story about adventure.
s7815,TV Show,Witness of City,,"Diego Nakamura, Maria Brown, Ingrid Brown, Camila Okonkwo, Isabella Brown, Camila Khan, Lin Tanaka, Yuki Nakamura",South Korea,"October 26, 2019",1983,TV-PG,1 Season,"LGBTQ Movies, Romantic Movies",A gripping story about survival.
s7816,Movie,The Forgotten Detective,,"Priya Martinez, Tom Kim, Alice Khan, Ingrid Rodriguez, Amélie Brown, David Rossi, Amélie Suzuki",India,"February 18, 2013",2009,TV-14,161 min,"Anime Series, Thrillers, TV Horror",A heartwarming story about friendship.
s7817,Movie,Friend: Silent Murder,Maria Johnson,"Fatima Yamamoto, Ingrid Rodriguez, Noah Kim, Ahmed Okonkwo, David Khan","Brazil, Argentina","August 25, 2014",2014,TV-MA,85 min,"Thrillers, TV Horror",A heartwarming story about friendship.
s7818,TV Show,Infinite Mother,Martin Patel,"Olivier García, Hiroshi Okonkwo, Liam García, Carlos Smith, Hiroshi Yamamoto, Olivier Patel, Emma Tanaka",India,"October 20, 2014",2011,PG,1 Season,"Horror Movies, Crime TV Shows, British TV Shows",A gripping story about survival.
s7819,Movie,City: Sacred Dream,Isabella Wang,"Alice Khan, Kwame Suzuki, Olivier Müller, Aoi Tanaka, Alice Wang, Ingrid Rossi, Ravi Andersen, Maria López",United Kingdom,"June 25, 2015",2004,TV-MA,78 min,"Romantic Movies, TV Horror, Comedies",A hilarious story about love.
s7820,Movie,Paradise of Light,Raj Johnson,"Emma Okonkwo, Martin Nakamura, Lin Martinez, Ingrid Brown, Martin García, Tom Okonkwo, Tom Petit, Diego Rossi",Germany,"June 14, 2017",1997,TV-G,138 min,"Stand-Up Comedy, Dramas",A gripping story about love.
s7821,Movie,City of Story,James Kim,"Carlos Tanaka, Emma López, Emma Smith, Yuki Wang, Felipe Kumar","Spain, United States","May 13, 2018",2001,PG,78 min,"Romantic Movies, Dramas, Children & Family Movies",A heartwarming story about friendship.
s7822,Movie,Legend of Friend,Carlos Wang,"Aoi Wang, Ahmed Wang, Chen Tanaka, Sofia Johnson",Australia,"June 02, 2019",2010,TV-14,118 min,"Docuseries, TV Action & Adventure",A thrilling story about family.
s7823,TV Show,Love: Lost Queen,,"Carlos Müller, Diego Andersen, Noah Rossi, Camila Martinez, Lin Müller, Isabella Suzuki, Ahmed Müller, David Kumar",Germany,"February 02, 2024",2024,TV-MA,1 Season,Anime Series,A gripping story about adventure.
s7824,Movie,Beautiful Light,Noah Patel,"Chloé Rossi, Ravi Johnson, Noah Silva, Isabella Johnson, Felipe Okonkwo",United Kingdom,"December 23, 2014",2012,TV-MA,100 min,Music & Musicals,A heartwarming story about adventure.
s7825,Movie,The Hidden Family,Fatima Patel,"Noah Yamamoto, James Nakamura, Yuki Khan",Nigeria,"November 07, 2012",2011,TV-PG,123 min,Children & Family Movies,A thrilling story about adventure.
s7826,TV Show,Broken Detective,,"Alice Okonkwo, Diego Wang, Diego Martinez",France,"June 22, 2015",2015,TV-MA,1 Season,TV Horror,A gripping story about revenge.
s7827,Movie,The Midnight Kingdom,Priya García,"Aoi Martinez, Isabella Nakamura, Tom Rossi, Aoi Khan, Priya Brown, Emma Kim",India,"May 26, 2024",2024,NR,120 min,"Crime TV Shows, Classic Movies, Reality TV",A gripping story about love.
s7828,Movie,The Last House,Amélie Johnson,"Ahmed Müller, Felipe Suzuki, Carlos García, Ingrid Rodriguez, Diego Kumar, Sofia Andersen, Camila Martinez",Japan,"July 01, 2024",2014,TV-MA,90 min,"Thrillers, International TV Shows, Stand-Up Comedy",A mysterious story about adventure.
s7829,Movie,The Wild Love,Carlos Kumar,"Ravi Wang, Hiroshi Smith, Ingrid Kim, Camila García","United States, Italy","April 28, 2024",2024,TV-G,123 min,Thrillers,A gripping story about friendship.
s7830,Movie,Secret Journey,David Brown,"Isabella Brown, Isabella Müller, Felipe López, Emma Brown, Diego Müller","United States, Philippines, United Kingdom","January 17, 2020",2005,TV-Y7,134 min,TV Thrillers,A gripping story about friendship.
s7831,Movie,The Silent City,Ravi Silva,"Fatima Wang, Alice Tanaka, Martin Petit, Felipe Suzuki",Germany,"October 27, 2021",1999,TV-Y7,92 min,"Spanish-Language TV Shows, Korean TV Shows, International Movies",A hilarious story about family.
s7832,TV Show,Family: Sacred City,,"Noah Rodriguez, Ahmed Kim, Ingrid Wang, Raj Brown, Diego Smith",United States,"August 04, 2018",2017,TV-MA,2 Seasons,"Anime Series, Reality TV",A thrilling story about survival.
s7833,Movie,The Strange Kingdom,Felipe Brown,"Tom Petit, Yuki Andersen, Ahmed Nakamura, Chloé Wang, Amélie García, Ravi Martinez, Emma Silva, Carlos García","United States, Spain","February 06, 2012",2012,TV-MA,108 min,"TV Dramas, TV Action & Adventure",A hilarious story about family.
s7834,Movie,Ocean of Family,Isabella Wang,"David Yamamoto, Isabella Smith, James Okonkwo, Emma Kumar, James Suzuki, Felipe Okonkwo, Amélie Smith","Mexico, India","February 01, 2023",2019,TV-MA,135 min,"International Movies, Romantic Movies, LGBTQ Movies",A heartwarming story about adventure.
s7835,Movie,Dream of Murder,David Brown,"Felipe Tanaka, Liam Brown, Priya Patel, Carlos Okonkwo",France,"April 27, 2010",1998,TV-MA,123 min,Children & Family Movies,A gripping story about survival.
s7836,Movie,Heart of Mother,James López,"Lin Petit, Isabella Rodriguez, Lin Nakamura, Yuki Kumar, Ingrid Nakamura, Ahmed Brown, Carlos López, Martin Suzuki",India,"July 28, 2021",2014,TV-Y7,76 min,"Kids' TV, Children & Family Movies",A mysterious story about survival.
s7837,TV Show,Lost Light,,"Chen Rodriguez, Amélie Müller, Olivier Andersen, Noah Petit",United States,"June 08, 2023",2016,TV-PG,5 Seasons,"LGBTQ Movies, British TV Shows, Horror Movies",A mysterious story about adventure.
s7838,Movie,Wild King,Olivier Khan,"Tom Khan, Camila Müller, Felipe Smith, Ingrid Brown",United States,"January 15, 2011",2011,R,83 min,"Sci-Fi & Fantasy, International TV Shows",A gripping story about revenge.
s7839,Movie,Queen: Secret Kingdom,Emma Brown,"Noah Okonkwo, Priya Tanaka, Olivier Patel",,"March 13, 2021",2021,TV-PG,109 min,LGBTQ Movies,A heartwarming story about family.
s7840,Movie,War: Final King,Ravi Rodriguez,,"Mexico, United States","August 07, 2016",2016,TV-14,83 min,TV Dramas,A mysterious story about survival.
