id_client,anciennete_jours,nb_commandes_total,montant_total_eur,panier_moyen_eur,jours_depuis_derniere_cmd,nb_categories_achetees,taux_retour_pct,nb_avis_laisses,note_moyenne_donnee
D00597,1188,8,598.03,62.75,736,4,14.18,2,3.05
C00126,952,78,3864.18,115.9,9,11,9.63,8,4.34
F00697,1152,23,563.25,41.67,64,3,5.22,1,4.1
F01377,1205,15,907.63,40.08,113,6,6.15,2,3.66
R00218,634,1,73.82,37.08,385,3,31.62,0,2.72
R00182,379,3,171.55,48.86,179,3,18.8,2,3.64
F01476,1438,5,788.0,72.13,57,3,13.39,1,4.12
D00087,1623,4,304.14,41.94,576,4,8.36,1,2.91
R00046,1178,4,90.33,42.32,238,3,19.66,1,2.74
D00346,621,11,443.64,52.15,669,5,13.53,1,4.25
R00165,868,1,121.16,37.76,359,2,11.1,2,2.36
P00698,38,2,187.13,49.5,6,1,14.39,0,3.64
F00319,883,16,435.2,66.67,29,7,0.4,7,3.96
F01047,274,8,627.39,97.23,105,3,1.38,1,3.56
C00365,488,49,2163.67,137.52,42,13,8.86,20,4.79
D00288,1171,10,194.83,38.24,656,3,4.92,2,4.1
P00026,116,7,74.85,38.87,13,1,14.62,4,3.97
D01124,1860,10,353.67,15.0,412,4,21.57,3,3.18
C00526,1229,91,3893.4,125.01,17,7,0.71,19,4.16
C00056,1797,50,2415.9,107.48,18,12,8.2,7,4.45
F00039,627,23,726.25,80.85,59,7,14.04,6,4.76
C00303,1921,96,1662.23,105.71,30,8,1.53,14,4.85
P00667,148,3,282.83,65.55,13,2,6.49,1,3.64
F00677,1005,12,475.64,34.9,21,3,13.16,2,4.5
F01456,1476,24,337.73,70.1,56,7,8.48,9,4.6
D00645,1977,14,533.56,62.7,793,2,11.7,0,4.34
D01144,517,8,420.51,48.94,517,4,10.65,3,3.37
P00779,125,6,199.51,62.48,16,2,13.37,3,4.04
D01203,1011,9,448.59,89.85,318,2,15.99,4,3.14
P00187,126,6,50.0,60.49,10,3,4.92,1,4.48
P00162,110,5,139.07,51.74,11,1,18.94,3,4.46
P00197,138,7,104.89,28.18,3,3,12.5,0,3.29
F01154,583,5,743.87,34.6,24,3,0.97,2,3.98
F01369,827,20,468.15,46.6,93,6,7.58,6,
R00052,456,2,103.65,25.64,193,1,19.61,1,2.17
D00118,722,11,219.23,31.29,476,4,6.26,0,3.98
P00294,138,4,254.79,55.53,25,2,7.69,0,3.66
C00524,1355,64,3720.85,50.0,28,6,6.62,17,4.24
D00901,1700,9,372.5,58.36,758,4,9.56,1,4.38
D00123,1699,3,166.38,30.67,629,5,8.4,3,4.32
D01157,1769,6,304.29,57.6,788,4,10.29,4,4.41
F01370,1039,15,871.31,70.72,108,5,0.97,8,4.52
F00072,1373,23,759.51,68.56,108,2,3.77,0,4.25
D01189,1966,13,651.88,60.62,687,3,12.94,4,3.28
F00067,867,8,316.75,49.12,56,7,8.33,6,4.24
R00039,465,4,116.2,20.11,321,1,39.12,2,4.0
F01288,619,15,767.98,60.24,73,5,5.75,9,4.72
D00267,1039,14,418.96,56.85,441,5,2.47,4,3.48
C00281,1466,48,2650.43,137.55,18,13,7.85,20,4.73
F01120,528,21,335.92,42.98,58,5,5.08,6,3.59
P00848,132,4,239.81,53.75,14,2,7.09,3,3.83
F00300,562,12,674.19,41.5,46,3,0.26,7,3.51
R00551,528,1,91.46,20.9,205,1,30.23,1,3.78
F00161,508,17,839.77,54.15,33,2,4.49,8,4.61
F01307,762,7,437.73,20.0,70,5,10.19,0,3.5
D01043,1259,6,712.95,48.74,581,2,22.47,3,3.73
D00824,1482,12,280.01,50.8,357,5,14.77,1,4.18
D01139,1894,10,100.0,15.0,315,4,7.06,1,3.97
D00819,1074,7,399.55,65.58,693,3,19.11,3,3.65
R00001,422,3,46.06,23.9,176,1,9.07,0,3.9
P00494,150,6,50.0,61.51,25,4,10.81,3,4.8
D01165,1340,13,345.88,68.11,305,5,0.39,4,4.11
D00032,792,8,415.97,44.55,340,5,13.83,0,4.21
D00580,1172,4,371.08,21.91,406,3,5.71,4,4.49
P00733,132,6,241.28,40.87,19,1,4.09,1,3.11
D00473,1515,12,363.28,20.08,232,4,12.05,1,3.92
C00138,595,77,3852.86,152.16,17,10,9.11,29,4.01
P00081,129,6,191.85,72.7,20,1,16.33,2,3.93
P00029,70,2,151.72,68.61,24,3,7.0,1,3.34
D00178,1952,3,531.29,37.1,429,2,15.51,2,4.26
R00068,607,3,85.17,35.08,108,2,6.1,2,
D01262,1479,7,379.34,51.69,651,2,15.55,4,3.17
R00045,208,3,133.58,15.35,193,1,28.04,2,3.7
F00732,594,16,691.03,50.62,105,2,0.93,1,4.78
F01418,963,9,324.94,56.61,109,6,8.21,4,4.28
P00383,44,6,154.71,45.23,19,4,17.61,0,4.56
F00759,730,11,755.9,31.97,63,2,11.92,2,3.89
F00730,962,15,743.35,102.99,109,5,8.7,9,3.55
P00051,68,2,306.21,46.12,9,4,2.76,0,3.24
P00023,114,6,155.24,54.16,22,2,15.33,3,3.54
D00982,1708,7,459.66,50.83,623,3,16.49,0,2.82
F00653,649,5,699.65,81.95,54,2,6.9,6,3.54
D00279,1938,8,511.12,30.25,713,5,10.05,1,2.58
D00375,1766,12,327.74,66.23,431,5,10.38,0,3.07
P00715,49,3,103.06,63.89,25,1,13.25,3,4.39
F01249,250,16,194.72,82.34,87,6,8.16,0,4.58
D00038,1715,7,402.76,102.92,624,3,13.57,3,3.58
C00389,1416,41,2399.88,98.02,29,5,8.17,18,4.35
C00236,1556,32,2823.31,159.07,17,14,4.28,18,
F00478,349,15,785.81,20.0,79,3,6.17,1,4.21
F01385,1360,14,412.13,64.74,63,5,0.67,9,3.9
R00064,754,3,75.8,33.28,355,1,14.13,2,2.83
D00963,1771,8,390.63,74.21,292,2,9.21,3,2.91
F00171,385,9,683.06,96.88,61,6,9.1,2,4.55
P00066,177,6,266.63,54.87,29,1,12.44,0,4.34
F00074,862,21,852.65,74.27,49,4,9.82,4,4.35
C00250,887,31,2674.15,66.33,23,10,0.16,27,4.18
F00975,203,9,901.98,46.98,89,4,10.38,6,3.72
D00420,1384,3,468.16,49.68,489,2,7.9,3,4.34
F01482,680,12,592.4,23.59,44,4,1.35,2,3.53
F01224,856,5,520.74,49.54,108,4,8.87,6,3.8
F00117,734,18,631.08,37.62,24,2,3.13,7,4.59
R00369,551,3,94.47,23.63,140,2,18.37,0,3.05
F01449,311,20,797.57,67.12,45,3,12.25,0,3.81
D01179,1191,10,553.67,23.39,741,4,4.61,3,3.74
P00625,60,2,174.13,76.22,12,2,12.59,1,3.0
R00222,247,3,159.88,30.69,297,1,5.14,2,2.77
F00861,1237,12,441.95,76.64,107,5,14.43,1,3.51
F01069,669,8,769.34,74.71,67,4,2.02,7,3.92
P00657,37,6,112.56,51.59,21,4,9.12,4,4.67
F01401,850,16,751.07,72.31,28,3,5.7,3,4.15
C00405,1416,38,3659.32,119.0,24,7,2.43,10,4.69
C00385,966,52,2713.72,171.71,13,7,7.57,15,4.48
R00236,861,2,72.81,29.8,228,3,17.11,0,2.92
P00053,54,4,132.06,25.38,8,2,5.17,3,3.39
F01034,486,7,709.6,43.87,31,6,2.83,5,4.77
R00287,332,4,94.1,21.63,291,2,34.65,1,3.96
D00926,733,12,300.74,57.38,437,2,15.93,2,4.16
D01159,1787,5,462.9,88.14,525,4,5.21,3,3.43
C00224,553,29,1909.84,122.0,16,10,1.27,26,4.24
P00094,162,6,217.8,27.61,2,2,7.66,1,4.37
D00137,692,5,460.5,51.6,296,2,2.11,1,3.28
F01225,408,20,373.42,58.24,50,6,1.75,6,4.08
R00301,887,4,44.18,23.71,254,2,31.41,0,3.72
F00198,242,8,555.6,111.42,109,3,14.31,8,4.33
P00772,72,7,223.5,73.15,4,2,0.61,4,3.97
C00010,1399,29,2056.51,114.74,15,9,9.66,10,4.11
F01345,409,9,1008.99,45.69,42,3,7.39,8,3.54
F01239,487,17,593.15,63.31,37,4,5.0,1,3.57
C00256,1002,31,3335.55,92.52,9,11,9.12,21,4.67
R00209,534,2,130.17,33.47,157,2,31.47,0,3.73
F00982,842,6,694.85,53.78,110,3,0.41,6,3.9
P00857,157,2,89.16,51.12,25,1,18.16,4,4.74
F00325,866,8,305.77,51.42,34,2,10.62,7,4.41
R00130,224,1,93.96,18.09,105,1,11.76,1,2.37
P00409,119,6,199.32,47.12,29,3,6.81,4,3.72
D00776,1417,11,281.21,76.89,552,3,7.08,4,4.31
D01137,1671,4,504.84,55.28,536,5,13.81,1,3.24
P00680,163,6,340.76,51.8,3,4,18.38,0,3.95
C00540,953,86,3037.19,133.81,36,9,5.96,11,4.23
P00646,40,6,257.47,38.07,11,4,6.81,3,4.92
R00199,664,1,96.89,39.55,338,2,27.81,2,3.64
R00272,219,2,130.27,36.04,377,2,33.4,1,2.9
F00546,693,12,698.34,38.35,50,4,7.39,9,4.4
F00068,306,12,334.85,61.23,113,3,,8,3.58
D00020,747,12,456.97,35.2,788,3,21.88,2,3.21
C00358,1052,95,2312.91,121.36,36,10,3.48,18,4.14
P00732,92,5,159.66,47.06,23,2,10.57,4,4.42
P00684,59,2,50.0,34.57,17,2,2.72,1,3.77
F00754,632,6,691.62,33.49,64,2,6.6,8,4.13
C00471,1166,29,3381.44,112.47,38,8,8.62,20,4.99
P00604,75,2,90.21,49.94,28,2,13.68,0,4.27
D00331,1575,4,475.56,22.73,709,3,22.48,0,3.42
D00638,1584,14,289.12,46.58,215,2,18.86,0,4.36
F00797,200,21,693.12,83.5,35,3,12.16,2,4.47
D00585,963,7,275.51,42.04,770,4,14.85,4,3.5
R00187,729,2,119.33,35.73,273,3,16.7,1,
D00377,1138,12,236.01,15.0,309,4,19.04,1,4.28
F00657,852,21,658.34,50.06,101,5,10.33,3,3.9
D00513,1699,10,589.39,57.2,528,4,8.36,1,2.53
F00651,1413,17,544.56,67.59,104,2,10.44,9,3.94
R00508,253,3,80.68,33.9,176,3,12.48,1,4.0
D01299,618,3,463.9,54.14,664,5,2.66,3,3.54
D00285,1845,6,421.87,40.29,390,5,18.07,3,4.31
P00834,128,3,131.09,69.09,6,4,16.32,2,3.67
D01176,1366,6,238.5,60.84,342,3,6.34,0,4.13
F01253,269,23,593.21,42.56,58,2,1.76,0,4.44
R00570,845,2,112.05,27.73,165,1,33.06,0,3.97
P00006,96,7,165.01,52.43,16,2,18.01,0,3.93
C00134,1418,50,2239.65,134.89,27,5,9.49,5,4.89
F00329,940,8,783.2,67.17,61,3,6.48,8,3.88
F00224,1321,8,507.36,71.88,64,4,2.58,8,4.38
R00244,915,1,39.32,31.41,213,2,27.06,2,2.55
F00932,1258,6,765.11,20.0,83,3,7.58,7,4.78
F00615,1477,23,780.46,49.39,67,4,10.42,0,4.47
C00505,1626,96,2738.88,146.52,43,9,6.11,23,4.97
D01286,513,12,355.85,71.65,726,4,3.2,0,2.57
F01397,881,9,557.34,28.89,97,5,12.93,6,4.79
D00073,868,6,387.35,46.62,615,3,7.37,0,2.99
F01359,420,9,706.66,49.44,41,6,4.04,5,4.46
F00785,352,16,784.25,47.38,33,4,6.88,2,4.1
F00295,868,19,383.37,56.94,46,4,12.38,3,3.75
C00456,1458,46,2117.91,73.49,12,8,2.97,21,4.14
R00580,863,2,88.31,31.59,371,2,21.39,2,3.27
D00710,1097,4,302.32,85.46,227,3,22.01,3,3.62
R00319,381,1,92.63,32.7,304,1,29.9,1,2.68
D01269,1815,7,359.92,24.56,749,3,5.94,1,3.01
D00523,968,4,100.0,39.93,720,3,9.04,2,3.32
D01135,586,6,424.68,18.8,744,2,5.89,2,2.84
D00603,763,3,360.28,69.88,574,5,8.17,2,4.14
F00114,1162,23,360.13,63.86,45,5,6.14,4,4.59
D01187,695,13,393.61,50.6,260,2,16.22,3,3.5
P00115,132,2,229.11,69.01,11,1,14.79,0,3.94
P00824,65,2,150.77,40.13,3,2,18.56,2,3.95
F01211,646,23,695.08,90.13,108,3,10.01,5,3.79
D00487,1752,6,570.91,53.05,277,2,17.69,4,2.69
D00142,856,6,396.11,51.37,559,3,20.75,3,3.79
F01228,783,20,523.23,25.83,63,3,5.41,4,4.17
F00556,1108,18,787.5,52.6,25,3,10.42,0,4.47
F00725,1244,6,543.68,71.56,68,5,12.86,9,4.27
R00013,678,4,138.37,34.14,263,1,5.11,2,3.34
C00511,1474,22,3535.27,73.82,18,5,5.93,5,4.2
F01081,923,11,547.66,58.34,24,4,10.95,5,3.85
C00500,563,21,2886.87,174.47,18,9,1.68,12,4.31
R00237,253,1,140.79,23.01,211,3,17.87,2,2.27
F01257,724,6,1062.71,50.81,82,6,0.17,9,3.59
F00789,463,6,559.69,37.61,81,5,13.72,0,3.54
D00720,953,4,503.3,70.18,593,4,11.39,1,3.47
P00287,50,4,161.12,50.2,25,4,8.9,0,3.55
D00237,1356,3,378.15,38.28,421,2,7.28,2,3.24
F00941,1491,10,573.54,93.84,81,5,8.75,2,4.33
F00618,1470,5,230.16,41.57,33,6,11.2,1,4.57
P00582,150,2,169.01,51.43,28,1,5.11,0,4.69
P00894,174,7,276.48,28.32,5,2,6.18,2,3.52
F00592,931,7,1011.08,77.01,61,6,3.99,7,3.69
F00943,450,22,567.21,35.42,76,4,1.47,6,4.29
D00302,890,14,509.32,22.18,607,2,14.19,0,3.35
D00325,828,14,281.18,56.44,390,3,2.57,2,4.39
P00440,91,4,257.71,52.46,24,3,1.56,2,4.98
F00354,1227,16,948.1,64.55,84,6,11.04,3,4.4
R00031,200,4,104.31,22.26,311,3,25.97,1,2.07
F00133,1134,15,632.39,68.51,48,3,3.07,5,4.36
F00557,1474,15,375.75,26.13,45,2,8.25,5,4.76
D00295,612,13,442.63,68.96,417,2,19.72,0,2.96
P00883,48,6,172.04,36.55,28,1,,1,3.66
P00057,152,6,197.44,56.12,23,2,13.3,4,4.31
F00463,1152,17,547.04,90.04,116,5,11.04,5,3.79
P00517,97,5,287.92,49.81,19,3,19.38,3,3.72
F00568,324,5,573.03,74.19,70,4,11.33,5,4.41
D00223,1741,6,179.94,39.32,700,3,9.25,0,4.17
D00637,1330,10,457.52,64.18,403,3,1.57,0,3.08
P00839,173,5,300.08,60.25,10,3,3.82,2,4.39
R00192,488,4,88.24,41.8,114,3,22.8,1,2.64
D00141,1943,6,428.39,54.72,760,5,11.95,2,2.59
C00144,867,58,2086.93,139.64,17,6,0.07,11,4.61
D00578,815,11,460.82,39.96,392,5,11.1,3,3.17
P00683,38,6,225.08,62.08,1,3,2.34,2,3.32
F00118,1419,13,491.63,87.65,75,4,2.24,7,4.35
F01220,508,23,306.99,20.0,116,7,13.89,3,4.38
P00403,64,6,272.91,64.87,19,2,0.89,1,3.25
R00061,1072,4,97.93,35.69,252,1,30.17,1,3.36
D01172,1439,8,481.1,28.95,330,4,12.72,2,
C00396,1405,38,1961.2,156.35,43,7,1.88,27,4.75
R00537,235,4,128.97,26.43,120,2,35.79,2,2.37
R00193,632,3,34.93,25.61,127,2,39.48,2,3.74
F00766,1216,12,283.31,44.16,33,5,14.65,7,3.71
R00259,213,1,65.98,31.94,268,3,5.57,1,2.11
C00596,622,61,4044.97,97.35,20,9,8.86,18,4.03
D00953,713,10,666.92,63.62,219,2,11.88,3,2.82
P00815,79,2,212.27,38.96,29,1,2.85,1,4.4
P00227,161,5,242.14,45.58,10,2,11.91,2,3.87
D00767,1202,4,342.11,67.06,465,5,12.78,4,4.01
D00441,823,3,445.09,63.48,623,5,20.53,4,4.28
D00852,617,7,162.11,47.5,677,5,22.56,2,3.74
D01133,1877,3,666.59,56.49,412,5,24.28,2,2.65
R00292,1198,2,39.14,31.7,126,1,6.7,0,3.82
P00044,33,2,139.72,54.57,2,1,6.76,2,3.91
F00972,524,22,606.55,30.72,50,4,11.11,3,4.31
D01080,1276,3,257.66,47.32,270,5,2.58,2,3.82
F00523,475,24,598.03,72.06,60,5,5.29,7,3.68
P00687,45,5,221.95,77.26,16,4,10.52,2,4.94
P00868,34,4,186.78,50.51,27,1,9.24,4,4.81
P00405,88,4,251.67,45.99,1,1,1.56,2,4.87
D00466,1678,12,475.06,30.51,754,2,8.6,3,3.34
F00076,1460,16,611.62,57.9,90,3,8.08,9,4.22
P00709,64,2,204.53,20.0,16,2,2.57,1,4.39
D00349,1987,9,232.58,54.19,681,5,12.12,4,3.78
F00129,531,9,314.85,47.69,63,6,11.56,1,4.69
C00413,1115,35,3513.38,149.05,40,14,6.31,6,4.45
D00147,803,14,373.17,69.01,685,3,4.92,1,2.7
F00917,254,10,620.63,65.53,45,5,1.85,3,4.0
F00226,1398,14,621.75,56.25,107,6,13.41,5,3.9
D00268,798,14,457.18,69.37,409,3,19.48,1,4.28
D00975,866,14,202.45,65.8,314,2,21.92,2,4.13
F00017,1017,8,378.38,66.16,94,6,9.34,7,4.52
C00115,1285,63,3037.54,90.64,30,10,5.45,7,4.89
C00418,1125,67,3219.84,113.49,31,14,3.57,14,4.05
D00070,871,8,267.07,15.0,579,4,2.4,1,3.85
F01026,699,12,587.49,93.16,115,7,14.4,9,3.94
A001a,83,59,4871.8,140.91,1,1,3.15,0,0.0
D01186,1903,14,621.39,21.51,509,3,17.82,4,3.23
P00797,43,6,211.48,32.81,7,3,,0,3.46
R00372,322,1,104.33,21.01,393,2,38.31,2,2.16
F01483,818,17,581.69,32.62,98,2,14.45,1,4.42
F00154,907,10,579.42,44.0,43,4,4.28,2,4.49
P00447,64,2,203.98,45.65,14,1,18.41,3,3.9
D00970,1221,7,576.94,45.75,398,3,2.37,1,3.91
D00374,1917,8,259.12,61.33,713,3,24.87,4,3.07
D01108,954,12,816.65,39.01,418,4,6.54,0,3.16
P00345,115,6,172.91,53.53,9,3,5.65,3,3.28
R00081,536,1,80.16,18.03,142,1,7.97,0,3.91
F00467,1288,24,749.74,47.85,93,4,14.24,0,4.76
D00914,566,14,193.26,21.78,581,2,10.54,2,3.25
D00499,537,9,484.37,51.95,285,5,13.66,2,4.04
P00639,52,3,310.55,54.75,22,1,17.65,1,4.37
D01001,858,9,646.88,43.19,404,3,22.29,0,2.53
F00969,1112,16,643.3,62.04,66,3,13.33,6,4.08
P00328,164,4,202.47,58.1,4,1,2.89,2,4.09
D00747,1948,3,234.52,47.54,321,4,19.39,1,2.9
R00340,259,4,27.43,25.14,240,3,15.55,1,3.09
F01088,1442,5,710.16,91.72,96,7,12.88,4,3.8
F00252,773,5,400.51,57.04,75,5,3.84,0,3.95
D00547,783,8,357.55,36.02,205,5,24.01,3,3.89
F00296,1301,10,546.85,55.3,72,6,1.38,7,4.43
R00293,856,2,146.06,43.74,210,2,12.22,0,3.85
C00336,1279,25,3177.43,182.53,14,11,9.64,25,4.65
P00740,136,4,258.27,38.43,14,1,8.66,0,4.34
D00088,1538,5,335.76,29.51,784,2,15.69,4,2.57
F00749,1401,9,765.77,55.04,28,3,8.07,7,4.23
F00416,1289,22,1028.8,44.0,74,6,12.98,4,3.86
P00717,34,2,167.72,43.16,24,4,6.45,2,3.84
F01032,529,19,806.28,28.25,85,6,12.69,9,4.15
P00390,66,3,228.01,33.86,6,3,12.12,0,4.57
D00731,1891,5,267.23,43.56,544,2,12.86,4,2.63
D00252,1572,14,353.41,39.62,540,4,16.79,0,4.19
R00335,453,4,159.76,20.93,117,1,34.14,2,3.45
F01471,681,24,562.52,60.54,21,2,7.62,4,4.58
R00153,669,1,99.83,35.19,322,3,20.65,2,2.48
R00583,207,2,158.05,44.96,359,3,6.71,0,2.63
F01036,1380,13,203.02,67.55,41,5,9.29,3,4.33
P00380,67,4,146.02,66.01,23,3,2.52,0,3.52
P00166,78,6,236.37,60.59,29,2,13.06,3,4.02
P00860,153,6,234.31,48.47,6,2,3.66,0,4.21
R00432,235,3,84.15,38.09,391,3,38.18,1,3.58
D00060,725,4,417.62,29.5,422,2,7.27,0,3.67
P00042,84,4,193.81,24.4,12,2,11.4,3,4.85
D00119,815,10,353.04,36.29,517,4,4.69,0,3.12
R00426,290,2,144.85,21.23,180,3,39.6,2,3.1
D01046,1281,9,445.8,15.0,594,3,10.95,0,4.35
D00357,1726,4,725.39,49.33,467,5,4.29,1,2.81
P00645,165,6,276.2,51.06,26,3,10.43,1,4.16
D00507,1607,9,298.08,17.93,667,5,9.17,0,3.34
F01080,928,7,758.52,53.31,49,4,12.37,4,3.86
D01250,939,3,468.11,54.9,666,2,20.71,4,4.28
D00148,1353,13,435.46,15.68,380,5,23.27,3,4.23
P00195,94,2,182.99,22.43,20,4,9.91,2,4.33
C00581,1142,27,3152.23,136.83,22,14,,25,4.79
F00871,1078,9,696.19,70.84,90,5,2.88,1,3.81
D01071,849,6,473.38,64.87,258,3,13.07,3,3.57
D00344,1958,12,358.39,78.44,258,2,22.15,1,3.29
R00284,853,1,107.9,39.02,166,2,36.87,0,2.17
D00673,1398,9,635.86,46.31,549,3,3.68,1,3.69
C00560,1522,81,3682.69,146.02,40,10,9.24,18,4.26
P00750,141,6,99.72,49.65,12,2,17.02,3,4.18
C00513,1842,78,3095.55,136.05,20,8,9.77,12,4.17
F00482,1311,5,553.61,41.17,37,2,8.84,2,4.78
F01065,1480,13,578.78,56.35,72,4,6.32,9,4.3
F00413,1026,10,447.77,87.98,69,6,2.2,0,4.64
F01332,462,12,778.62,60.34,23,7,6.7,9,3.94
F00551,495,14,418.49,20.0,63,2,12.89,8,4.38
P00739,85,5,196.53,34.6,7,3,14.12,1,4.9
C00117,1058,95,3321.29,133.66,21,14,1.12,27,4.38
F00141,328,17,485.7,45.6,99,7,12.28,4,4.09
R00507,569,4,184.47,17.56,163,3,9.59,0,2.13
D00676,1984,6,351.96,62.13,497,4,19.46,1,
F00231,614,20,635.19,63.43,90,3,11.53,6,3.57
C00120,1980,28,4659.46,162.63,32,11,2.62,21,4.45
R00554,887,3,114.06,42.07,147,1,30.39,0,2.8
R00439,1009,2,91.41,34.95,217,3,28.57,2,3.83
F00036,245,17,736.72,72.37,34,6,14.77,7,4.22
R00166,469,1,60.51,12.48,333,2,6.88,0,3.56
R00065,1008,3,86.8,18.15,385,1,8.22,2,3.78
D01143,1641,9,601.77,34.0,320,4,1.88,4,3.38
F00392,535,12,862.06,64.58,88,4,4.47,2,4.02
F00277,1424,19,561.7,91.53,76,2,10.32,1,3.6
C00005,688,24,1989.23,117.52,5,10,5.31,29,4.82
D00052,1834,12,358.79,43.49,444,2,21.04,4,2.93
D00125,981,13,552.24,31.61,429,5,13.75,2,4.45
P00561,132,5,384.08,31.44,14,3,14.22,2,4.69
P00392,56,3,270.74,52.08,10,4,11.39,0,3.86
D00855,680,3,365.62,84.78,481,4,15.1,1,4.14
F01116,1301,15,979.19,61.9,57,4,9.02,4,4.52
F00549,241,6,408.73,62.18,32,5,11.69,6,3.83
D00262,1045,8,385.02,56.31,436,3,6.53,4,4.17
C00575,927,72,2753.68,111.4,35,8,4.41,27,4.47
D00770,1440,8,413.98,64.62,334,5,22.26,0,3.63
D00737,1356,12,245.6,16.49,298,3,13.43,1,3.73
D01147,1715,7,229.72,81.4,684,2,1.79,4,3.86
F00254,1198,10,395.38,59.16,38,4,13.46,6,3.8
F01383,291,12,571.18,41.4,106,5,5.63,9,4.54
P00675,54,5,219.9,78.81,13,2,12.96,4,3.64
F00567,1045,19,719.3,43.38,56,6,3.44,7,4.01
F00372,421,24,464.91,76.07,93,4,0.2,2,4.71
P00602,110,5,170.15,63.86,10,2,7.98,2,4.09
R00196,450,4,110.6,24.74,240,2,16.68,1,2.31
D00848,677,3,359.2,76.29,501,3,11.28,0,4.38
P00269,135,3,277.13,60.92,7,4,17.49,0,3.32
D01116,1659,7,351.21,54.53,334,5,20.04,0,3.86
D01132,1258,5,330.35,28.23,663,5,18.59,1,3.76
P00851,147,4,222.42,58.66,22,2,12.43,4,3.79
C00525,790,60,1916.14,131.53,13,12,2.36,28,4.15
P00356,114,6,257.96,73.91,5,2,17.51,3,3.57
F01242,433,15,955.95,54.51,32,5,14.67,6,4.4
C00538,1106,85,3388.24,102.02,22,13,2.91,26,4.16
P00707,161,6,292.99,39.83,9,3,13.4,3,3.13
R00042,662,1,144.01,32.55,197,2,14.06,0,2.83
D00176,791,14,458.59,58.39,620,5,22.32,3,3.05
F00185,278,21,513.41,63.99,85,6,13.81,4,4.1
D01058,658,10,356.14,57.58,351,5,7.99,2,3.93
F00810,392,23,613.63,71.33,60,5,2.65,4,3.67
P00438,157,2,155.83,38.99,26,3,15.03,0,3.99
C00155,1682,66,4308.38,146.37,11,11,2.4,19,4.78
D00010,1744,5,360.39,62.82,461,3,4.94,0,4.24
F01087,816,24,561.27,32.5,118,6,3.98,1,4.63
P00802,177,4,249.53,39.69,19,2,12.31,4,3.94
R00650,718,2,71.87,10.0,272,2,20.67,1,2.89
D00864,1095,9,230.29,32.14,216,5,11.96,0,3.9
P00634,84,4,149.59,74.37,20,1,16.5,0,3.16
F01296,1082,21,677.74,37.32,113,5,7.79,5,3.94
C00570,1083,39,3148.44,149.0,37,10,5.83,26,4.05
F01217,1336,8,842.35,51.53,59,4,3.03,9,3.58
F01466,638,5,673.31,62.51,33,4,5.55,2,3.82
C00128,1304,83,2721.44,116.0,5,11,0.9,28,4.74
D00395,1827,10,441.01,28.31,247,5,5.3,0,4.14
D00328,1716,7,250.57,25.94,275,5,6.54,1,3.96
A017b,1133,26,921.98,52.72,28,3,86.22,8,1.91
P00876,168,7,128.5,53.01,24,1,5.92,1,3.61
F00381,560,19,628.46,44.59,92,6,5.59,8,4.36
P00201,140,4,141.27,57.66,18,3,6.36,2,4.8
C00191,614,69,2413.79,102.42,44,11,7.22,29,4.76
F00540,1497,20,685.15,53.76,109,6,2.03,5,4.53
F00100,1340,7,536.98,66.29,112,4,9.64,9,3.67
R00481,894,1,98.01,27.86,239,3,11.64,0,3.52
F00007,733,8,720.94,44.9,44,4,2.73,9,4.63
D01277,1992,12,526.69,73.16,320,3,6.93,3,3.06
C00302,660,39,1271.88,144.01,8,12,0.66,9,4.7
D00421,1616,5,287.2,52.17,633,5,,1,3.42
R00521,702,1,85.83,31.86,357,1,30.83,1,3.45
F00461,791,9,505.87,67.42,82,2,12.98,0,4.56
P00466,176,3,397.58,53.85,6,2,15.76,3,4.27
A005c,2226,1,3.72,5.0,237,1,0.0,1,3.67
F00470,268,5,655.73,40.52,70,2,8.76,1,3.61
P00425,65,6,289.69,50.0,9,3,15.82,2,4.76
P00106,51,5,289.83,31.1,3,1,16.72,2,3.68
F00644,1247,24,726.95,99.82,72,5,3.26,7,4.49
C00017,1601,78,3639.91,115.25,23,7,3.55,6,4.82
D00121,1385,7,466.51,15.0,608,5,18.01,2,3.52
R00343,1116,3,100.34,10.0,127,1,19.38,1,2.74
F00216,263,14,675.14,68.96,28,3,12.7,1,4.04
D00068,1081,10,372.95,23.92,604,5,15.9,3,2.99
R00485,377,2,78.63,44.58,295,3,21.88,1,3.96
F00360,330,6,698.38,58.18,88,5,3.34,9,3.94
C00226,1115,58,2324.86,98.79,44,6,6.5,13,4.03
D00355,1709,5,436.74,49.79,465,5,19.66,1,4.07
P00386,103,4,167.44,71.56,28,2,10.72,4,3.86
C00563,625,58,2984.69,105.44,14,11,5.93,22,4.07
D00437,633,3,256.66,15.0,538,4,9.73,0,2.6
F01094,614,8,767.45,62.46,30,4,11.41,3,3.75
F00446,696,11,812.22,39.62,56,7,7.61,3,4.62
D00447,1294,4,696.3,66.87,517,3,1.75,2,4.1
R00266,798,4,110.68,37.54,362,1,38.21,2,2.42
F00355,821,13,333.68,42.13,22,7,4.07,9,4.39
A016b,888,21,1422.44,93.95,68,3,80.69,19,2.45
P00636,92,7,421.1,62.95,11,3,12.1,4,3.83
R00604,661,3,20.0,37.81,160,1,25.47,1,2.34
R00436,288,3,142.36,33.89,224,1,24.43,0,3.05
R00524,1041,2,76.03,24.84,299,1,31.27,2,2.43
